loss,IoU,MA_IoU,accuracy,MA_accuracy,precision,MA_precision,recall,MA_recall,F1_score,MA_F1_score
1.0641812086105347,"[0.4736882150173187, 0.6462011933326721, 0.026186274364590645, 0.40048298239707947, 0.31273677945137024, 0.024864356964826584, 0.019411830231547356]",0.2719388008117676,"[0.8944259285926819, 0.7346282601356506, 0.9121719598770142, 0.9033061265945435, 0.9662315249443054, 0.9183451533317566, 0.9991507530212402]",0.9040371179580688,"[0.5275001525878906, 0.735145092010498, 0.20334291458129883, 0.5724936127662659, 0.5168498158454895, 0.3445371687412262, 0.049311865121126175]",0.42131149768829346,"[0.8228018879890442, 0.8422967791557312, 0.029179921373724937, 0.5713499784469604, 0.4419344663619995, 0.026098916307091713, 0.03102133236825466]",0.39495477080345154,"[0.6428608298301697, 0.785081684589386, 0.051036108285188675, 0.5719212293624878, 0.4764653444290161, 0.04852224513888359, 0.038084376603364944]",0.4077076017856598
0.8998972177505493,"[0.5511680245399475, 0.6973145604133606, 0.06389538943767548, 0.5233341455459595, 0.4790734052658081, 0.14400821924209595, 0.20105822384357452]",0.37997886538505554,"[0.9192149639129639, 0.7861698865890503, 0.9026660919189453, 0.9272809624671936, 0.9771825075149536, 0.915545642375946, 0.9992849230766296]",0.9181922078132629,"[0.6059670448303223, 0.7899312973022461, 0.22381094098091125, 0.6689785718917847, 0.699109673500061, 0.4293181896209717, 0.33757904171943665]",0.5363849997520447,"[0.8590518832206726, 0.8560616970062256, 0.08208479732275009, 0.706210196018219, 0.6035104990005493, 0.1781015694141388, 0.33206984400749207]",0.5167272090911865,"[0.7106489539146423, 0.8216680884361267, 0.12011592835187912, 0.6870903372764587, 0.6478020548820496, 0.2517608404159546, 0.3348017930984497]",0.5263726115226746
0.8348906636238098,"[0.5873715877532959, 0.7217907309532166, 0.08288969844579697, 0.5717334151268005, 0.541256308555603, 0.20785850286483765, 0.2464108169078827]",0.42275872826576233,"[0.9290533065795898, 0.8087580800056458, 0.8989109396934509, 0.9368690252304077, 0.9808841943740845, 0.9166095852851868, 0.9993497729301453]",0.9243479371070862,"[0.6414254903793335, 0.8158894181251526, 0.2377752810716629, 0.7103939056396484, 0.7657496929168701, 0.4618549942970276, 0.3984774649143219]",0.5759380459785461,"[0.874529242515564, 0.8622273802757263, 0.11288498342037201, 0.7454913258552551, 0.6486583352088928, 0.27428945899009705, 0.39235517382621765]",0.5586337447166443,"[0.740055501461029, 0.8384186625480652, 0.15308982133865356, 0.7275196313858032, 0.7023573517799377, 0.34417688846588135, 0.39539262652397156]",0.5671539306640625
0.798485279083252,"[0.6164593696594238, 0.73433917760849, 0.0999709889292717, 0.5908557772636414, 0.5698360800743103, 0.23855619132518768, 0.2599831521511078]",0.44428586959838867,"[0.9365385174751282, 0.8192384243011475, 0.8957830667495728, 0.9411811232566833, 0.9824934601783752, 0.919193685054779, 0.9993798732757568]",0.927686870098114,"[0.6711382865905762, 0.826374888420105, 0.24931025505065918, 0.7344716787338257, 0.7964476346969604, 0.4900280833244324, 0.42388325929641724]",0.5988077521324158,"[0.8832665681838989, 0.8683087825775146, 0.14302396774291992, 0.7513500452041626, 0.6669711470603943, 0.3173409402370453, 0.40204834938049316]",0.5760443210601807,"[0.7627279162406921, 0.84682297706604, 0.1817702353000641, 0.7428149580955505, 0.7259817123413086, 0.3852165937423706, 0.41267719864845276]",0.5872054696083069
0.773330807685852,"[0.6308944821357727, 0.7438654899597168, 0.11771068722009659, 0.6059950590133667, 0.5865568518638611, 0.2510666251182556, 0.30000045895576477]",0.46229854226112366,"[0.9400179386138916, 0.8279646039009094, 0.8924224376678467, 0.944399893283844, 0.9832249879837036, 0.9189795255661011, 0.999431312084198]",0.9294915795326233,"[0.6855545043945312, 0.8385164141654968, 0.25932472944259644, 0.7529188394546509, 0.803950309753418, 0.48880088329315186, 0.47397303581237793]",0.614719808101654,"[0.8878015279769897, 0.8682465553283691, 0.17732897400856018, 0.7564215660095215, 0.6844596862792969, 0.34046217799186707, 0.4497406482696533]",0.5949230194091797,"[0.7736790776252747, 0.8531224727630615, 0.2106281816959381, 0.7546661496162415, 0.7394086122512817, 0.4013640880584717, 0.46153900027275085]",0.604659378528595
0.7500620484352112,"[0.6450822353363037, 0.7499486207962036, 0.12494399398565292, 0.6145595908164978, 0.6034368872642517, 0.2692728638648987, 0.30013811588287354]",0.47248324751853943,"[0.9433202147483826, 0.8331732153892517, 0.8915536403656006, 0.9461426734924316, 0.9839847683906555, 0.9199671745300293, 0.9994716644287109]",0.9310876727104187,"[0.6996853351593018, 0.84507155418396, 0.26478931307792664, 0.7629733681678772, 0.8127490282058716, 0.4978318512439728, 0.5154889822006226]",0.628369927406311,"[0.8920795917510986, 0.8694949746131897, 0.19131439924240112, 0.7595784068107605, 0.7008779048919678, 0.3696865141391754, 0.41807880997657776]",0.60015869140625,"[0.7842552661895752, 0.8571093678474426, 0.22213372588157654, 0.761272132396698, 0.7526792883872986, 0.42429471015930176, 0.4617019295692444]",0.613940417766571
0.7223085761070251,"[0.6566990613937378, 0.7596058249473572, 0.13894882798194885, 0.6223872303962708, 0.6333855390548706, 0.2866811454296112, 0.3250754773616791]",0.48896899819374084,"[0.9459596276283264, 0.8412982821464539, 0.8911716938018799, 0.9475751519203186, 0.9850406646728516, 0.9219914674758911, 0.9994820356369019]",0.9332170486450195,"[0.7114186882972717, 0.8554570078849792, 0.2786922752857208, 0.7702053189277649, 0.8107286691665649, 0.5145021080970764, 0.5252647399902344]",0.6380383968353271,"[0.8951545357704163, 0.8714547753334045, 0.21698062121868134, 0.7643146514892578, 0.7432960867881775, 0.3929938077926636, 0.460318922996521]",0.6206448078155518,"[0.7927801609039307, 0.8633818030357361, 0.24399487674236298, 0.7672486901283264, 0.7755493521690369, 0.4456133246421814, 0.4906519949436188]",0.6292214393615723
0.6985538601875305,"[0.664482593536377, 0.7679065465927124, 0.15021243691444397, 0.6350341439247131, 0.6435804963111877, 0.3068799376487732, 0.30407053232192993]",0.4960238039493561,"[0.9478408098220825, 0.8477847576141357, 0.8914960026741028, 0.9499149918556213, 0.9852465987205505, 0.9249491691589355, 0.9994664192199707]",0.9352427124977112,"[0.7209768295288086, 0.862341582775116, 0.29092565178871155, 0.7828028202056885, 0.8008898496627808, 0.5382700562477112, 0.5091329216957092]",0.643619954586029,"[0.894515872001648, 0.8751904368400574, 0.23697052896022797, 0.7708569169044495, 0.7661684155464172, 0.4165278673171997, 0.43018391728401184]",0.627202033996582,"[0.7984254360198975, 0.8687185049057007, 0.2611907720565796, 0.7767839431762695, 0.783144474029541, 0.46963754296302795, 0.4663406014442444]",0.6353049278259277
0.6740453243255615,"[0.67276531457901, 0.7733349204063416, 0.17476148903369904, 0.6510629057884216, 0.6616287231445312, 0.338667094707489, 0.35657256841659546]",0.5183990001678467,"[0.9498229622840881, 0.8527137041091919, 0.8911963701248169, 0.952811062335968, 0.9861255884170532, 0.9289273619651794, 0.9995118975639343]",0.9373012781143188,"[0.7315511703491211, 0.8711042404174805, 0.31158319115638733, 0.798750638961792, 0.8131693601608276, 0.5679003596305847, 0.555243194103241]",0.6641860008239746,"[0.8933005332946777, 0.8732613325119019, 0.28468382358551025, 0.7788193225860596, 0.7802347540855408, 0.45622938871383667, 0.4991351366043091]",0.6522377729415894,"[0.8043750524520874, 0.8721814751625061, 0.2975267767906189, 0.7886590361595154, 0.7963617444038391, 0.5059765577316284, 0.525696337223053]",0.6581576466560364
0.6529654264450073,"[0.6794086694717407, 0.7781068086624146, 0.19464394450187683, 0.6551730036735535, 0.6647829413414001, 0.3607211112976074, 0.322037011384964]",0.5221247673034668,"[0.9512261152267456, 0.8569641709327698, 0.8914546966552734, 0.9536494016647339, 0.9862192869186401, 0.9317394495010376, 0.9994491338729858]",0.9386718273162842,"[0.7382071614265442, 0.8788019418716431, 0.32761213183403015, 0.8047661781311035, 0.8117127418518066, 0.5878787636756897, 0.4915663003921509]",0.6629350781440735,"[0.8950668573379517, 0.8716437220573425, 0.32412853837013245, 0.7789875864982605, 0.7859859466552734, 0.48281335830688477, 0.48287728428840637]",0.6602147817611694,"[0.8091046214103699, 0.8752081990242004, 0.32586100697517395, 0.791667103767395, 0.7986422181129456, 0.5301911234855652, 0.4871830642223358]",0.6615720987319946
